"Country or Area","Currency","ISIC Rev 3","Year","Measure","Value","Value Footnotes"
"Kyrgyzstan ","Soms","2923 Machinery for metallurgy","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2924 Machinery for mining & construction","2010","Wages and salaries paid to employees","40934000",""
"Kyrgyzstan ","Soms","2924 Machinery for mining & construction","2009","Wages and salaries paid to employees","49327500",""
"Kyrgyzstan ","Soms","2924 Machinery for mining & construction","2008","Wages and salaries paid to employees","58216200",""
"Kyrgyzstan ","Soms","2924 Machinery for mining & construction","2007","Wages and salaries paid to employees","49656500",""
"Kyrgyzstan ","Soms","2925 Food/beverage/tobacco processing machinery","2010","Wages and salaries paid to employees","1544900",""
"Kyrgyzstan ","Soms","2925 Food/beverage/tobacco processing machinery","2009","Wages and salaries paid to employees","2622800",""
"Kyrgyzstan ","Soms","2925 Food/beverage/tobacco processing machinery","2008","Wages and salaries paid to employees","2839300",""
"Kyrgyzstan ","Soms","2925 Food/beverage/tobacco processing machinery","2007","Wages and salaries paid to employees","4272800",""
"Kyrgyzstan ","Soms","2926 Machinery for textile, apparel and leather","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2926 Machinery for textile, apparel and leather","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2926 Machinery for textile, apparel and leather","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2926 Machinery for textile, apparel and leather","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","2927 Weapons and ammunition","2010","Wages and salaries paid to employees","178955100",""
"Kyrgyzstan ","Soms","2927 Weapons and ammunition","2009","Wages and salaries paid to employees","176511900",""
"Kyrgyzstan ","Soms","2927 Weapons and ammunition","2008","Wages and salaries paid to employees","177146000",""
"Kyrgyzstan ","Soms","2927 Weapons and ammunition","2007","Wages and salaries paid to employees","127624600",""
"Kyrgyzstan ","Soms","2929 Other special purpose machinery","2010","Wages and salaries paid to employees","21723700",""
"Kyrgyzstan ","Soms","2929 Other special purpose machinery","2009","Wages and salaries paid to employees","24839300",""
"Kyrgyzstan ","Soms","2929 Other special purpose machinery","2008","Wages and salaries paid to employees","27936700",""
"Kyrgyzstan ","Soms","2929 Other special purpose machinery","2007","Wages and salaries paid to employees","21767900",""
"Kyrgyzstan ","Soms","2930 Domestic appliances n.e.c.","2010","Wages and salaries paid to employees","10217800",""
"Kyrgyzstan ","Soms","2930 Domestic appliances n.e.c.","2009","Wages and salaries paid to employees","6793500",""
"Kyrgyzstan ","Soms","2930 Domestic appliances n.e.c.","2008","Wages and salaries paid to employees","13704800",""
"Kyrgyzstan ","Soms","2930 Domestic appliances n.e.c.","2007","Wages and salaries paid to employees","11399300",""
"Kyrgyzstan ","Soms","3000 Office, accounting and computing machinery","2010","Wages and salaries paid to employees","605800",""
"Kyrgyzstan ","Soms","3000 Office, accounting and computing machinery","2009","Wages and salaries paid to employees","3156300",""
"Kyrgyzstan ","Soms","3000 Office, accounting and computing machinery","2008","Wages and salaries paid to employees","3716500",""
"Kyrgyzstan ","Soms","3000 Office, accounting and computing machinery","2007","Wages and salaries paid to employees","2673300",""
"Kyrgyzstan ","Soms","3110 Electric motors, generators and transformers","2010","Wages and salaries paid to employees","20970900",""
"Kyrgyzstan ","Soms","3110 Electric motors, generators and transformers","2008","Wages and salaries paid to employees","19080200",""
"Kyrgyzstan ","Soms","3110 Electric motors, generators and transformers","2007","Wages and salaries paid to employees","13472200",""
"Kyrgyzstan ","Soms","3120 Electricity distribution & control apparatus","2010","Wages and salaries paid to employees","13258800",""
"Kyrgyzstan ","Soms","3120 Electricity distribution & control apparatus","2009","Wages and salaries paid to employees","12517500",""
"Kyrgyzstan ","Soms","3120 Electricity distribution & control apparatus","2008","Wages and salaries paid to employees","24716100",""
"Kyrgyzstan ","Soms","3120 Electricity distribution & control apparatus","2007","Wages and salaries paid to employees","19987800",""
"Kyrgyzstan ","Soms","3130 Insulated wire and cable","2010","Wages and salaries paid to employees","3836000",""
"Kyrgyzstan ","Soms","3130 Insulated wire and cable","2009","Wages and salaries paid to employees","4097300",""
"Kyrgyzstan ","Soms","3130 Insulated wire and cable","2008","Wages and salaries paid to employees","4146500",""
"Kyrgyzstan ","Soms","3130 Insulated wire and cable","2007","Wages and salaries paid to employees","2434600",""
"Kyrgyzstan ","Soms","3140 Accumulators, primary cells and batteries","2010","Wages and salaries paid to employees","176800",""
"Kyrgyzstan ","Soms","3140 Accumulators, primary cells and batteries","2009","Wages and salaries paid to employees","462300",""
"Kyrgyzstan ","Soms","3140 Accumulators, primary cells and batteries","2008","Wages and salaries paid to employees","1333900",""
"Kyrgyzstan ","Soms","3140 Accumulators, primary cells and batteries","2007","Wages and salaries paid to employees","1256600",""
"Kyrgyzstan ","Soms","3150 Lighting equipment and electric lamps","2010","Wages and salaries paid to employees","272056400",""
"Kyrgyzstan ","Soms","3150 Lighting equipment and electric lamps","2009","Wages and salaries paid to employees","202409800",""
"Kyrgyzstan ","Soms","3150 Lighting equipment and electric lamps","2008","Wages and salaries paid to employees","277755300",""
"Kyrgyzstan ","Soms","3150 Lighting equipment and electric lamps","2007","Wages and salaries paid to employees","240455900",""
"Kyrgyzstan ","Soms","3190 Other electrical equipment n.e.c.","2010","Wages and salaries paid to employees","1648400",""
"Kyrgyzstan ","Soms","3190 Other electrical equipment n.e.c.","2009","Wages and salaries paid to employees","1689500",""
"Kyrgyzstan ","Soms","3190 Other electrical equipment n.e.c.","2008","Wages and salaries paid to employees","1994900",""
"Kyrgyzstan ","Soms","3190 Other electrical equipment n.e.c.","2007","Wages and salaries paid to employees","1518600",""
"Kyrgyzstan ","Soms","3210 Electronic valves, tubes, etc.","2010","Wages and salaries paid to employees","17160200",""
"Kyrgyzstan ","Soms","3210 Electronic valves, tubes, etc.","2009","Wages and salaries paid to employees","15664300",""
"Kyrgyzstan ","Soms","3210 Electronic valves, tubes, etc.","2008","Wages and salaries paid to employees","17949200",""
"Kyrgyzstan ","Soms","3210 Electronic valves, tubes, etc.","2007","Wages and salaries paid to employees","18297900",""
"Kyrgyzstan ","Soms","3220 TV/radio transmitters; line comm. apparatus","2010","Wages and salaries paid to employees","1342200",""
"Kyrgyzstan ","Soms","3220 TV/radio transmitters; line comm. apparatus","2009","Wages and salaries paid to employees","944000",""
"Kyrgyzstan ","Soms","3220 TV/radio transmitters; line comm. apparatus","2008","Wages and salaries paid to employees","907100",""
"Kyrgyzstan ","Soms","3220 TV/radio transmitters; line comm. apparatus","2007","Wages and salaries paid to employees","944000",""
"Kyrgyzstan ","Soms","3230 TV and radio receivers and associated goods","2010","Wages and salaries paid to employees","2965600",""
"Kyrgyzstan ","Soms","3230 TV and radio receivers and associated goods","2009","Wages and salaries paid to employees","3226900",""
"Kyrgyzstan ","Soms","3230 TV and radio receivers and associated goods","2008","Wages and salaries paid to employees","3066700",""
"Kyrgyzstan ","Soms","3230 TV and radio receivers and associated goods","2007","Wages and salaries paid to employees","2114000",""
"Kyrgyzstan ","Soms","331 Medical, measuring, testing appliances, etc.","2010","Wages and salaries paid to employees","28179500",""
"Kyrgyzstan ","Soms","331 Medical, measuring, testing appliances, etc.","2009","Wages and salaries paid to employees","23238200",""
"Kyrgyzstan ","Soms","331 Medical, measuring, testing appliances, etc.","2008","Wages and salaries paid to employees","14582500",""
"Kyrgyzstan ","Soms","331 Medical, measuring, testing appliances, etc.","2007","Wages and salaries paid to employees","13008000",""
"Kyrgyzstan ","Soms","3311 Medical, surgical and orthopaedic equipment","2010","Wages and salaries paid to employees","18885500",""
"Kyrgyzstan ","Soms","3311 Medical, surgical and orthopaedic equipment","2009","Wages and salaries paid to employees","16503700",""
"Kyrgyzstan ","Soms","3311 Medical, surgical and orthopaedic equipment","2008","Wages and salaries paid to employees","11138700",""
"Kyrgyzstan ","Soms","3311 Medical, surgical and orthopaedic equipment","2007","Wages and salaries paid to employees","10623300",""
"Kyrgyzstan ","Soms","3312 Measuring/testing/navigating appliances,etc.","2010","Wages and salaries paid to employees","8651500",""
"Kyrgyzstan ","Soms","3312 Measuring/testing/navigating appliances,etc.","2009","Wages and salaries paid to employees","6045600",""
"Kyrgyzstan ","Soms","3312 Measuring/testing/navigating appliances,etc.","2008","Wages and salaries paid to employees","3180500",""
"Kyrgyzstan ","Soms","3312 Measuring/testing/navigating appliances,etc.","2007","Wages and salaries paid to employees","1890600",""
"Kyrgyzstan ","Soms","3313 Industrial process control equipment","2010","Wages and salaries paid to employees","642500",""
"Kyrgyzstan ","Soms","3313 Industrial process control equipment","2009","Wages and salaries paid to employees","688900",""
"Kyrgyzstan ","Soms","3313 Industrial process control equipment","2008","Wages and salaries paid to employees","263300",""
"Kyrgyzstan ","Soms","3313 Industrial process control equipment","2007","Wages and salaries paid to employees","494100",""
"Kyrgyzstan ","Soms","3320 Optical instruments & photographic equipment","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3320 Optical instruments & photographic equipment","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3320 Optical instruments & photographic equipment","2008","Wages and salaries paid to employees","1500100",""
"Kyrgyzstan ","Soms","3320 Optical instruments & photographic equipment","2007","Wages and salaries paid to employees","1484100",""
"Kyrgyzstan ","Soms","3330 Watches and clocks","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3330 Watches and clocks","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3330 Watches and clocks","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3330 Watches and clocks","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3410 Motor vehicles","2007","Wages and salaries paid to employees","234400",""
"Kyrgyzstan ","Soms","3420 Automobile bodies, trailers & semi-trailers","2010","Wages and salaries paid to employees","2500",""
"Kyrgyzstan ","Soms","3420 Automobile bodies, trailers & semi-trailers","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3420 Automobile bodies, trailers & semi-trailers","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3420 Automobile bodies, trailers & semi-trailers","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3430 Parts/accessories for automobiles","2010","Wages and salaries paid to employees","44776600",""
"Kyrgyzstan ","Soms","3430 Parts/accessories for automobiles","2009","Wages and salaries paid to employees","40756300",""
"Kyrgyzstan ","Soms","3430 Parts/accessories for automobiles","2008","Wages and salaries paid to employees","53758000",""
"Kyrgyzstan ","Soms","3430 Parts/accessories for automobiles","2007","Wages and salaries paid to employees","27993600",""
"Kyrgyzstan ","Soms","3512 Building/repairing of pleasure/sport. boats","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3512 Building/repairing of pleasure/sport. boats","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3512 Building/repairing of pleasure/sport. boats","2008","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3512 Building/repairing of pleasure/sport. boats","2007","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","3520 Railway/tramway locomotives & rolling stock","2010","Wages and salaries paid to employees","379000",""
"Kyrgyzstan ","Soms","3520 Railway/tramway locomotives & rolling stock","2009","Wages and salaries paid to employees","999000",""
"Kyrgyzstan ","Soms","3520 Railway/tramway locomotives & rolling stock","2008","Wages and salaries paid to employees","986000",""
"Kyrgyzstan ","Soms","3520 Railway/tramway locomotives & rolling stock","2007","Wages and salaries paid to employees","316000",""
"Kyrgyzstan ","Soms","3530 Aircraft and spacecraft","2010","Wages and salaries paid to employees","18105600",""
"Kyrgyzstan ","Soms","3530 Aircraft and spacecraft","2009","Wages and salaries paid to employees","16921200",""
"Kyrgyzstan ","Soms","3530 Aircraft and spacecraft","2008","Wages and salaries paid to employees","11452100",""
"Kyrgyzstan ","Soms","3530 Aircraft and spacecraft","2007","Wages and salaries paid to employees","4948300",""
"Kyrgyzstan ","Soms","359 Transport equipment n.e.c.","2010","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","359 Transport equipment n.e.c.","2009","Wages and salaries paid to employees","0",""
"Kyrgyzstan ","Soms","359 Transport equipment n.e.c.","2008","Wages and salaries paid to employees","0",""
