Region/Country/Area,,Year,Series,Value,Footnotes,Source,,,,
458,Malaysia,2018,Gross domestic expenditure on R & D: Business enterprises (%),38.2,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2018,Gross domestic expenditure on R & D: Government (%),27.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2018,Gross domestic expenditure on R & D: Higher education (%),25.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2018,Gross domestic expenditure on R & D: Funds from abroad (%),5.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
458,Malaysia,2018,Gross domestic expenditure on R & D: Not distributed (%),2.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2007,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2,Partial data.,Excluding government.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
466,Mali,2007,Gross domestic expenditure on R & D: Business enterprises (%),10.1,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2007,Gross domestic expenditure on R & D: Government (%),40.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2007,Gross domestic expenditure on R & D: Funds from abroad (%),49,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2010,Gross domestic expenditure on R & D: Government (%),91.2,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2010,Gross domestic expenditure on R & D: Funds from abroad (%),8.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Business enterprises (%),0.9,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Government (%),43.6,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Higher education (%),0.1,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.3,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Funds from abroad (%),32.7,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2015,Gross domestic expenditure on R & D: Not distributed (%),22.4,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
466,Mali,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3,Partial data.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
466,Mali,2017,Gross domestic expenditure on R & D: Business enterprises (%),0.8,Partial data.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
466,Mali,2017,Gross domestic expenditure on R & D: Government (%),46,Partial data.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
466,Mali,2017,Gross domestic expenditure on R & D: Private non-profit (%),3,Partial data.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
466,Mali,2017,Gross domestic expenditure on R & D: Funds from abroad (%),50.2,Partial data.,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,
470,Malta,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2005,Gross domestic expenditure on R & D: Business enterprises (%),46.8,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2005,Gross domestic expenditure on R & D: Government (%),25.9,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2005,Gross domestic expenditure on R & D: Higher education (%),0.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2005,Gross domestic expenditure on R & D: Funds from abroad (%),26.9,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: Business enterprises (%),52.5,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: Government (%),34.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: Higher education (%),1.3,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2010,Gross domestic expenditure on R & D: Funds from abroad (%),11.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: Business enterprises (%),45.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: Government (%),32.8,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: Higher education (%),1.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2015,Gross domestic expenditure on R & D: Funds from abroad (%),20.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2017,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
470,Malta,2017,Gross domestic expenditure on R & D: Business enterprises (%),56.4,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020.",,,,
