Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source,,
11,Western Africa,2005,Exports FOB (millions of US dollars),,,71221,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2010,Exports FOB (millions of US dollars),,,113448,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2015,Exports FOB (millions of US dollars),,,89100,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2018,Exports FOB (millions of US dollars),,,112452,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2019,Exports FOB (millions of US dollars),,,105614,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2020,Exports FOB (millions of US dollars),,,146155,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,1995,Balance imports/exports (millions of US dollars),,,2597,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2005,Balance imports/exports (millions of US dollars),,,26273,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2010,Balance imports/exports (millions of US dollars),,,30194,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2015,Balance imports/exports (millions of US dollars),,,1863,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2018,Balance imports/exports (millions of US dollars),,,11101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2019,Balance imports/exports (millions of US dollars),,,-529,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
11,Western Africa,2020,Balance imports/exports (millions of US dollars),,,-20295,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,1995,Imports CIF (millions of US dollars),,,1178848,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2005,Imports CIF (millions of US dollars),,,2557150,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2010,Imports CIF (millions of US dollars),,,3230657,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2015,Imports CIF (millions of US dollars),,,3739612,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2018,Imports CIF (millions of US dollars),,,4173553,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2019,Imports CIF (millions of US dollars),,,4076520,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2020,Imports CIF (millions of US dollars),,,3686658,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,1995,Exports FOB (millions of US dollars),,,997709,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2005,Exports FOB (millions of US dollars),,,1835325,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2010,Exports FOB (millions of US dollars),,,2551125,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2015,Exports FOB (millions of US dollars),,,2827588,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2018,Exports FOB (millions of US dollars),,,3157216,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2019,Exports FOB (millions of US dollars),,,3113492,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2020,Exports FOB (millions of US dollars),,,2746958,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,1995,Balance imports/exports (millions of US dollars),,,-181139,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2005,Balance imports/exports (millions of US dollars),,,-721825,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2010,Balance imports/exports (millions of US dollars),,,-679532,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2015,Balance imports/exports (millions of US dollars),,,-912024,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2018,Balance imports/exports (millions of US dollars),,,-1016337,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2019,Balance imports/exports (millions of US dollars),,,-963028,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
19,Americas,2020,Balance imports/exports (millions of US dollars),,,-939700,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,1995,Imports CIF (millions of US dollars),,,936343,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2005,Imports CIF (millions of US dollars),,,2048668,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2010,Imports CIF (millions of US dollars),,,2362932,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2015,Imports CIF (millions of US dollars),,,2736654,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2018,Imports CIF (millions of US dollars),,,3076681,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2019,Imports CIF (millions of US dollars),,,3026578,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2020,Imports CIF (millions of US dollars),,,2816870,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,1995,Exports FOB (millions of US dollars),,,774525,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2005,Exports FOB (millions of US dollars),,,1265374,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2010,Exports FOB (millions of US dollars),,,1665220,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2015,Exports FOB (millions of US dollars),,,1911491,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2018,Exports FOB (millions of US dollars),,,2117280,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2019,Exports FOB (millions of US dollars),,,2092266,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2020,Exports FOB (millions of US dollars),,,1821863,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,1995,Balance imports/exports (millions of US dollars),,,-161818,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2005,Balance imports/exports (millions of US dollars),,,-783295,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2010,Balance imports/exports (millions of US dollars),,,-697713,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2015,Balance imports/exports (millions of US dollars),,,-825163,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2018,Balance imports/exports (millions of US dollars),,,-959401,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2019,Balance imports/exports (millions of US dollars),,,-934312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
21,Northern America,2020,Balance imports/exports (millions of US dollars),,,-995007,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,1995,Imports CIF (millions of US dollars),,,242505,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2005,Imports CIF (millions of US dollars),,,508481,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2010,Imports CIF (millions of US dollars),,,867725,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2015,Imports CIF (millions of US dollars),,,1002958,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2018,Imports CIF (millions of US dollars),,,1096872,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2019,Imports CIF (millions of US dollars),,,1049942,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2020,Imports CIF (millions of US dollars),,,869788,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,1995,Exports FOB (millions of US dollars),,,223184,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2005,Exports FOB (millions of US dollars),,,569951,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2010,Exports FOB (millions of US dollars),,,885906,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2015,Exports FOB (millions of US dollars),,,916097,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2018,Exports FOB (millions of US dollars),,,1039936,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
419,Latin America & the Caribbean,2019,Exports FOB (millions of US dollars),,,1021226,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021.",,
