Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source,,
768,Togo,2018,Tourist/visitor arrivals (thousands),THS,,573,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2019,Tourist/visitor arrivals (thousands),THS,,876,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2005,Tourism expenditure (millions of US dollars),,,27,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2010,Tourism expenditure (millions of US dollars),,,105,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2017,Tourism expenditure (millions of US dollars),,,245,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
768,Togo,2018,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,1995,Tourist/visitor arrivals (thousands),TF,,29,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2005,Tourist/visitor arrivals (thousands),TF,,42,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2010,Tourist/visitor arrivals (thousands),TF,,47,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2017,Tourist/visitor arrivals (thousands),TF,,63,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2018,Tourist/visitor arrivals (thousands),TF,,54,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2005,Tourism expenditure (millions of US dollars),,,15,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2010,Tourism expenditure (millions of US dollars),,,17,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2017,Tourism expenditure (millions of US dollars),,,49,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2018,Tourism expenditure (millions of US dollars),,,48,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
776,Tonga,2019,Tourism expenditure (millions of US dollars),,,57,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,1995,Tourist/visitor arrivals (thousands),TF,,260,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2005,Tourist/visitor arrivals (thousands),TF,,463,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2010,Tourist/visitor arrivals (thousands),TF,,388,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2017,Tourist/visitor arrivals (thousands),TF,,395,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2018,Tourist/visitor arrivals (thousands),TF,,375,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2019,Tourist/visitor arrivals (thousands),TF,,389,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,1995,Tourism expenditure (millions of US dollars),,,232,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2005,Tourism expenditure (millions of US dollars),,,593,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2010,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2017,Tourism expenditure (millions of US dollars),,,717,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2018,Tourism expenditure (millions of US dollars),,,541,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
780,Trinidad and Tobago,2019,Tourism expenditure (millions of US dollars),,,484,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,1995,Tourist/visitor arrivals (thousands),TF,,4120,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2005,Tourist/visitor arrivals (thousands),TF,,6378,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2010,Tourist/visitor arrivals (thousands),TF,,7828,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2017,Tourist/visitor arrivals (thousands),TF,,7052,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2018,Tourist/visitor arrivals (thousands),TF,,8299,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2019,Tourist/visitor arrivals (thousands),TF,,9429,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,1995,Tourism expenditure (millions of US dollars),,,1838,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2005,Tourism expenditure (millions of US dollars),,,2800,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2010,Tourism expenditure (millions of US dollars),,,3477,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2017,Tourism expenditure (millions of US dollars),,,1782,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2018,Tourism expenditure (millions of US dollars),,,2320,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
788,Tunisia,2019,Tourism expenditure (millions of US dollars),,,2683,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,1995,Tourist/visitor arrivals (thousands),TF,,7083,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2005,Tourist/visitor arrivals (thousands),TF,,20273,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2010,Tourist/visitor arrivals (thousands),TF,,31364,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2017,Tourist/visitor arrivals (thousands),TF,,37601,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2018,Tourist/visitor arrivals (thousands),TF,,45768,Turkish citizens resident abroad are included.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2005,Tourism expenditure (millions of US dollars),,,20760,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2010,Tourism expenditure (millions of US dollars),,,26318,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2017,Tourism expenditure (millions of US dollars),,,31993,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2018,Tourism expenditure (millions of US dollars),,,36751,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
792,Turkey,2019,Tourism expenditure (millions of US dollars),,,42350,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
795,Turkmenistan,1995,Tourist/visitor arrivals (thousands),TF,,218,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
795,Turkmenistan,2005,Tourist/visitor arrivals (thousands),TF,,12,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,1995,Tourist/visitor arrivals (thousands),TF,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,2005,Tourist/visitor arrivals (thousands),TF,,176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,2010,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,2017,Tourist/visitor arrivals (thousands),TF,,416,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,2018,Tourist/visitor arrivals (thousands),TF,,441,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,2019,Tourist/visitor arrivals (thousands),TF,,487,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
796,Turks and Caicos Islands,1995,Tourism expenditure (millions of US dollars),,,53,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,1995,Tourist/visitor arrivals (thousands),TF,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2005,Tourist/visitor arrivals (thousands),TF,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2010,Tourist/visitor arrivals (thousands),TF,,2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2017,Tourist/visitor arrivals (thousands),TF,,3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2018,Tourist/visitor arrivals (thousands),TF,,3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2005,Tourism expenditure (millions of US dollars),,,1,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
798,Tuvalu,2010,Tourism expenditure (millions of US dollars),,,2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,1995,Tourist/visitor arrivals (thousands),TF,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2005,Tourist/visitor arrivals (thousands),TF,,468,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2010,Tourist/visitor arrivals (thousands),TF,,946,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2017,Tourist/visitor arrivals (thousands),TF,,1402,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2005,Tourism expenditure (millions of US dollars),,,382,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2010,Tourism expenditure (millions of US dollars),,,802,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2017,Tourism expenditure (millions of US dollars),,,957,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2018,Tourism expenditure (millions of US dollars),,,1076,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
800,Uganda,2019,Tourism expenditure (millions of US dollars),,,1206,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
804,Ukraine,1995,Tourist/visitor arrivals (thousands),TF,,3716,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2021.",,
