Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
32,Argentina,2010,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2015,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,13.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2017,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,18.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2018,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,37.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2019,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,59.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2020,Exchange rates: end of period (national currency per US dollar),Argentine Peso (ARS),,84.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,1995,Exchange rates: period average (national currency per US dollar),,,1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2005,Exchange rates: period average (national currency per US dollar),,,2.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2010,Exchange rates: period average (national currency per US dollar),,,3.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2015,Exchange rates: period average (national currency per US dollar),,,9.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2017,Exchange rates: period average (national currency per US dollar),,,16.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2018,Exchange rates: period average (national currency per US dollar),,,28.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2019,Exchange rates: period average (national currency per US dollar),,,48.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
32,Argentina,2020,Exchange rates: period average (national currency per US dollar),,,70.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
51,Armenia,1995,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,402,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
51,Armenia,2005,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,450.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
51,Armenia,2010,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,363.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
51,Armenia,2015,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,483.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
51,Armenia,2017,Exchange rates: end of period (national currency per US dollar),Armenian Dram (AMD),,484.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed July 2021."
